vacancy_id,title,company,salary_from,salary_to,currency,city,experience,employment_type,work_conditions,description,published_at,url,scraped_at
121020269,Администратор-кассир,Зеленый лотос,300000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"В связи с открытием в Казахстане Клиника тибетской медицины Наран (мкр. Самал, д.15, корпус 3) проводит набор администраторов-кассиров в г. Алматы. Мы ждем именно Ваш отклик! Обязанности Встреча и координация пациентов и гостей клиники в зоне ресепшен Запись пациентов на прием Работа с кассовым аппаратом Составление отчетов Требования Уверенное владение ПК, MS Опыт работы в программах amoCRM 1C. Клиентоориентированность, коммуникабельность, доброжелательность, внимательность. Усл",2025-05-27T00:00:00,https://hh.kz/vacancy/121020269?hhtmFrom=vacancy_search_list,2025-05-31T02:36:32.150863
121060393,Сотрудник на КПП,"АО РТС Деко, АО",200000.0,,KZT,Алматы,36 лет,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Обязанности Мониторинг камер видеонаблюдения, охранной и пожарной сигнализации Контроль входящих на территорию граждан Контроль машин, проезжающих и покидающих территорию Контроль территории и офисных зданий Обход территории. Требования Умение работать с системой видеонаблюдения Опыт работы в охранных организациях Условия Своевременная зп Полное трудоустройство согласно законодательству РК Комфортные условия труда График 52 с 0900 до 1800.",2025-05-28T00:00:00,https://hh.kz/vacancy/121060393?hhtmFrom=vacancy_search_list,2025-05-31T02:36:35.844530
120939019,Хостес,ИП Денбайкызы,12000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"ОбязанностиХостес в караокеПродавать банкетыОтвечать на звонки, принимать брони, показывать кабинки, составлять менюТребованияСмышленность , умение убеждать и продавать !Быть гибкой и подстраиваться под ситуациюУсловияГрафик вечерний и дневнойС 1100-1700 дневнойС 1700-0400 вечернийСмена от 12к  бонусы за каждую принятую бронь. В месяц только бонусы 50-60тыс выходит смены",2025-05-25T00:00:00,https://hh.kz/vacancy/120939019?hhtmFrom=vacancy_search_list,2025-05-31T02:36:39.599029
121145126,Маркетолог,ИП Yuframe Label,500000.0,,KZT,Алматы,опыт в маркетинге от 2 лет,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Ищем надёжного и ответственного специалиста в семью известного казахстанского блогера и предпринимателя Армана Юсупова и Карины Оксукпаевой Ваши задачи Контроль выполнения задач команды маркетинга Постоянная аналитика ЦА, конкурентов, трендов, гипотез Разработка и внедрение маркетинговых стратегий и воронок Анализ эффективности рекламы, контента, лидогенерации Тестирование и внедрение новых маркетинговых инструментов Подготовка отчетности по ключевым метрикам Цели вашей работы Увеличение о",2025-05-29T00:00:00,https://hh.kz/vacancy/121145126?hhtmFrom=vacancy_search_list,2025-05-31T02:36:43.393877
120351088,Администратор в салон lammi.me,ИП AKM corp (Lammi Me),300000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Мы LAMMI ME  динамично развивающаяся сеть салонов красоты, специализирующаяся на профессиональном уходе за бровями и ресницами. Администратор (график 22) Заработная плата от 300 000  (фикс 100 000    от кассы) График работы 22, с 930 до 2100 Адрес г. Алматы, ул. Жумалиева, 86 (Grand Asia Обязанности Создание качественного сервиса , приятной атмосферы. Встреча, консультация клиентов. Ведение записей и консультация клиентов через whatsapp. Контроль чистоты и порядком салона.",2025-05-09T00:00:00,https://hh.kz/vacancy/120351088?hhtmFrom=vacancy_search_list,2025-05-31T02:36:47.492386
120996163,Бухгалтер,ТОО MTD Finance,800000.0,,KZT,Алматы,36 лет,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,Обязанности Ведение учета в промышленной компании Требования Самостоятельность Знание налогового законодательства Условия Со временем возможно перевод на частично удаленный режим Офис в районе Алматы1,2025-05-26T00:00:00,https://hh.kz/vacancy/120996163?hhtmFrom=vacancy_search_list,2025-05-31T02:36:51.280897
121159521,Администратор пункта выдачи,Teez,215000.0,215000.0,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Teez  маркетплейс, созданный в Казахстане. Мы открылись, растем, масштабируемся и строим самое быстрое и удобное ecom-пространство в стране. Двигаемся вперед. 100 казахстанский продукт  с нуля выстроили все процессы от логистики и доставки до собственного приложения и клиентского сервиса. За проектом стоят сильные имена и большой опыт  команда запускала и развивала ecom-бизнесы в самых разных условиях. Среди акционеров Долорес Пшембаева, Ерлан Исекешев, а также сооснователи Линар Хуснуллин",2025-05-30T00:00:00,https://hh.kz/vacancy/121159521?hhtmFrom=vacancy_search_list,2025-05-31T02:36:54.934938
121094939,Медицинская сестра  Медицинский брат,ТОО LuxEst,300000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Центр эстетической стоматологии Lux Est приглашает опытную медсестру, готовую внести свой вклад в высококачественное лечение пациентов. Станьте частью нашей команды и развивайтесь вместе с нами. Почему стоит выбрать нас Современные условия труда Работа в инновационной стоматологической клинике с передовым оборудованием Комфортные рабочие условия и дружелюбная атмосфера Современные технологии стерилизации и дезинфекции, обеспечивающие безопасность и эффективность работы. Конкурентос",2025-05-28T00:00:00,https://hh.kz/vacancy/121094939?hhtmFrom=vacancy_search_list,2025-05-31T02:36:58.695189
121170807,Специалист по закупкам,ТОО ENERECO CASPIO ENGINEERING AND CONTRACTING  ЭНЕРЕКО КАСПИО ИНЖИНИРИНГ ЭНД КОНТРАКТИНГ,500000.0,,KZT,Алматы,36 лет,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Общие требования Опыт работы в закупках от 3 лет, желательно в сфере промышленного строительства, проектирования или поставок оборудования Знание рынка строительных материалов (Казахстан и зарубеж), наличие базы поставщиков. Умение работать с проектной документацией Опыт взаимодействия с иностранными поставщиками (переписка, переговоры, логистика) Уверенный английский язык (Intermediate и выше)  устно и письменно Функциональные обязанности (для описания в резюме) Проведение зак",2025-05-30T00:00:00,https://hh.kz/vacancy/121170807?hhtmFrom=vacancy_search_list,2025-05-31T02:37:02.342692
120381764,Бариста в кофейню Starbucks,ТОО Шая Казахстан,,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Бариста Starbucks  душа и лицо наших кофеен! Если ваша страсть  узнавать всё новое, если вы доброжелательны и так же, как мы, влюблены в кофе, вливайтесь в наш дружный коллектив! Должностные обязанности Приготовление кофе - нaпитков Работа на кассе и в торговoм зале Выполнение обязанностей по поддержанию чистоты в зале кофейни Общение с гостями, а именно демонстрация знаний о кофе, активное предложение продукции гостям Требуется Открытoсть Коммуникабельность Желание работать в сфере обслу",2025-05-12T00:00:00,https://hh.kz/vacancy/120381764?hhtmFrom=vacancy_search_list,2025-05-31T02:37:06.057971
120862372,Торговый представитель категории B и C,ТОО Green House Limited,300000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Уважаемый соискатель! Мы, компания GREEN HOUSE LIMITED занимаем одну из лидирующих позиций среди дистрибьюторских компаний в Республике Казахстан на протяжении 30 лет!Успешно сотрудничаем с мировыми брендами, гарантируя нашим сотрудникам стабильность и широкий спектр для карьерных возможностей!В связи с расширением штата, мы открываем набор на должность Торгового представителя категории В и С!Твои ключевые задачи Активное посещение торговых точек Выполнение плана продаж по ТМ Сбор заявок н",2025-05-22T00:00:00,https://hh.kz/vacancy/120862372?hhtmFrom=vacancy_search_list,2025-05-31T02:37:09.793121
120939064,Бариста,ИП JG Khan Tengri,200000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,Обязанности Приготовление напитков Работа с кассой Соблюдения чистоты на рабочем месте Требования Ответственность и пунктуальность Умение работать в команде Желание развиваться Условия График работы 22. c 800 до 2100 Трех разовое питание Оплата 2 раза в месяц Начальная Ставка от 1000тг в час Бонусы от бара,2025-05-25T00:00:00,https://hh.kz/vacancy/120939064?hhtmFrom=vacancy_search_list,2025-05-31T02:37:13.669514
121163921,Senior Lead Frontend разработчик (B2B),ТОО Ticketon Events,,,KZT,Алматы,более 6 лет,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"TICKETON.KZ  крупнейший в Казахстане сервис онлайн-продажи билетов на культурные и спортивные мероприятия, включая кино, театральные и цирковые постановки, концерты звезд казахстанской и зарубежной эстрады, тренинги и семинары, экскурсии в музеи и художественные галереи, детские представления, футбольные, хоккейные и баскетбольные матчи национальных команд, а также соревнования международного масштаба. Мы поставляем комплексные кассовые решения для автоматизации продаж на объектах. Тикетон - гл",2025-05-30T00:00:00,https://hh.kz/vacancy/121163921?hhtmFrom=vacancy_search_list,2025-05-31T02:37:17.322227
120485776,Менеджер по продажам логистических услуг,ТОО L AND Y SUPPLY CHAIN MANAGEMENT,300000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,Обязанности Активный поиск и привлечение новых клиентов Вести сделки от обработки обращения до прибытия груза Взаимодействие с китайским логистическим офисом для обеспечения высокого уровня сервиса командировки посещение выставок Требования Наличие WeChat Опыт в продажах логистических услуг (авто авиа жд) Умение устанавливать и поддерживать долгосрочные деловые отношения Внимательность к деталям многозадачность Уверенный пользователь ПК Готовность к обучению и развитию. Владение,2025-05-13T00:00:00,https://hh.kz/vacancy/120485776?hhtmFrom=vacancy_search_list,2025-05-31T02:37:21.432691
121112495,Медицинская сестраМедицинский брат,ТОО Royal Staff,200000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Уважаемые соискатели! Рекрутинговое агентство Royal Staff проводит отбор сотрудников на позицию Медицинская сестра. Просьба внимательно ознакомиться с текстом объявления и при отклике в сопроводительном письме указать КОД, который Вы найдёте ниже по тексту. Резюме без кода будут автоматически отклонены! Заработная плата Испытательный срок (2 месяца) 200 000  (на руки) После испытательного срока 250 000  (на руки) Возможность дополнительного заработка при работе с физиоаппаратом Графи",2025-05-29T00:00:00,https://hh.kz/vacancy/121112495?hhtmFrom=vacancy_search_list,2025-05-31T02:37:25.101170
120361511,Аккаунт-менеджер в IC Group,ТОО Nakama group,600000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Сделайте шаг в карьеру с компанией, где ценят Вашу инициативу и дают возможности для роста! Кто мы IC Group  эксперт в сфере B2B-сервиса. Мы обслуживаем клиентов по всей стране, обеспечивая их надежными исполнителями и безупречным сервисом. Работаем с крупнейшими игроками рынка, и сейчас нам нужен человек, который поможет держать этот уровень и делать его ещё выше! Что Вы будете делать Запускать новые контракты и объекты, работать с первыми лицами заказчика Назначать исполнителей, коорд",2025-05-11T00:00:00,https://hh.kz/vacancy/120361511?hhtmFrom=vacancy_search_list,2025-05-31T02:37:28.949130
120443730,Бариста,ТОО FLASK COFFEE,150000.0,,KZT,Алматы,,Полная занятость,удаленная работа сменный график гибкий график частичная занятость вахтовый метод полный день,"Всем добрый день! Компания Flask Coffee в поиске сотрудника Мы в поиске бариста, рассматриваем людей с опытом и БЕЗ опыта работы за кофейным баром Предлагаем следующие условия - График работы 52(48 часов в неделю) - Двухразовое питание (обед и ужин) -Дорожные -Зарплата в размере от 170.000 тенге и выше (всё зависит от ваших рабочих часов) С радостью сделаем вклад в развитие ребят, которые хотят расширения своих знаний (каппинги разных лотов зёрен, тестинги и создание напитков, подготовки к бат",2025-05-13T00:00:00,https://hh.kz/vacancy/120443730?hhtmFrom=vacancy_search_list,2025-05-31T02:37:32.649066
